List page for ASY
This page is derived from the osl sign list's coverage of:

ASY
W. von Soden and W. Röllig, Das akkadische Syllabar (Analecta Orientalia 42). 4., durchgesehene und erweiterte Auflage. Rome, 1991.
Numbers:
1-231 233-325 017^a 017^b 022a 023a 023b 025a 030a 054a 063a 088a 115a 134a 137a 159a 187a 204a 254a 261a 268a 269a 277a 303a 308a 310a
Missing
(none)
ASY080	|GU₂.KAK|	𒄘𒆕	𒄘𒆕	x12118.x12195	
ASY081	|GU₂.KALAM@g|	𒄘𒌦	𒄘𒌦	x12118.x12326	
ASY082	|TA×HI|	𒋭	𒋭	U+122ED	
ASY083	DAR	𒁯	𒁯	U+1206F	
ASY084	GUR	𒄥	𒄥	U+12125	
ASY085	SI	𒋛	𒋛	U+122DB	
ASY086	SI@g	𒋜	𒋜	U+122DC	
ASY087	SAG	𒊕	𒊕	U+12295	
ASY088	MA₂	𒈣	𒈣	U+12223	
ASY088a	UZ₃	𒍚	𒍚	U+1235A	
ASY089	|SI.A|	𒋛𒀀	𒋛𒀀	x122DB.x12000	
ASY090	TAB	𒋰	𒋰	U+122F0	
ASY091	4(AŠ)	𒐂	𒐂	U+12402	
ASY092	TAG	𒋳	𒋳	U+122F3	
ASY093	AB	𒀊	𒀊	U+1200A	
ASY094	|AN&AN|	𒀮	𒀮	U+1202E	
ASY095	|3×AN|	𒀯	𒀯	U+1202F	
ASY096	|PIRIG×UD|	𒊌	𒊌	U+1228C	
ASY097	|PIRIG×ZA|	𒊍	𒊍	U+1228D	
ASY098	URUDA	𒍏	𒍏	U+1234F	
ASY099	KA₂	𒆍	𒆍	U+1218D	
ASY100	UM	𒌝	𒌝	U+1231D	
ASY101	DUB	𒁾	𒁾	U+1207E	
ASY102	TA	𒋫	𒋫	U+122EB	
ASY103	I	𒄿	𒄿	U+1213F	
ASY104	|I.A|	𒅀	𒅀	U+12140	
ASY105	GAN	𒃶	𒃶	U+120F6	
ASY106	KAM₂	𒆚	𒆚	U+1219A	
ASY107	TUR	𒌉	𒌉	U+12309	
ASY108	AD	𒀜	𒀜	U+1201C	
ASY109	ZE₂	𒍢	𒍢	U+12362	
ASY110	IN	𒅔	𒅔	U+12154	
ASY111	RAB	𒊐	𒊐	U+12290	
ASY112	LUGAL	𒈗	𒈗	U+12217	
ASY113	EZEN	𒂡	𒂡	U+120A1	
ASY114	|EZEN×BAD|	𒂦	𒂦	U+120A6	
ASY115	SUM	𒋧	𒋧	U+122E7	
ASY115a	NAGA	𒉀	𒉀	U+12240	
ASY116	KASKAL	𒆜	𒆜	U+1219C	
ASY117	GABA	𒃮	𒃮	U+120EE	
ASY118	EDIN	𒂔	𒂔	U+12094	
ASY119	|MU&MU|	𒈭	𒈭	U+1222D	
ASY120	|GUD×KUR|	𒄠	𒄠	U+12120	
ASY121	UZU	𒍜	𒍜	U+1235C	
ASY122	NE	𒉈	𒉈	U+12248	
ASY123	|NE.RU|	𒉈𒊒	𒉈𒊒	x12248.x12292	
ASY124	NE@s	𒉋	𒉋	U+1224B	
ASY125	|NINDA₂×AN|	𒉓	𒉓	U+12253	
ASY126	|NINDA₂×NE|	𒉘	𒉘	U+12258	
ASY127	|NINDA₂×ŠE|	𒉚	𒉚	U+1225A	
ASY128	ZIG	𒍨	𒍨	U+12368	
ASY129	GUM	𒄣	𒄣	U+12123	
ASY130	|GUM×ŠE|	𒄤	𒄤	U+12124	
ASY131	UR₂	𒌫	𒌫	U+1232B	
ASY132	DU@g	𒁼	𒁼	U+1207C	
ASY133	DU@s	𒁽	𒁽	U+1207D	
ASY134	IL	𒅋	𒅋	U+1214B	
ASY134a	|IL×GAN₂@t|	𒅌	𒅌	U+1214C	
ASY135	DU	𒁺	𒁺	U+1207A	
ASY136	|DU&DU|	𒁻	𒁻	U+1207B	
ASY137	TUM	𒌈	𒌈	U+12308	
ASY137a	GEŠTIN	𒃾	𒃾	U+120FE	
ASY138	UŠ	𒍑	𒍑	U+12351	
ASY139	IŠ	𒅖	𒅖	U+12156	
ASY140	BI	𒁉	𒁉	U+12049	
ASY141	ŠIM	𒋆	𒋆	U+122C6	
ASY142	|GIŠ%GIŠ|	𒄒	𒄒	U+12112	
ASY143	|NI.UD|	𒎎	𒎎	U+1238E	
ASY144	DAG₃	𒍴	𒍴	U+12374	
ASY145	KAK	𒆕	𒆕	U+12195	
ASY146	NI	𒉌	𒉌	U+1224C	
ASY147	IR	𒅕	𒅕	U+12155	
ASY148	GA₂	𒂷	𒂷	U+120B7	
ASY149	KISAL	𒆦	𒆦	U+121A6	
ASY150	|GA₂×(NUN&NUN)|	𒃡	𒃡	U+120E1	
ASY151	DAG	𒁖	𒁖	U+12056	
ASY152	DAG	𒁖	𒁖	U+12056	
ASY153	PA	𒉺	𒉺	U+1227A	
ASY153	|PA.ME.U.U.U|	𒉺𒎌	𒉺𒎌	x1227A.x1238C	
ASY154	|PA.IB|	𒉺𒅁	𒉺𒅁	x1227A.x12141	
ASY155	|PA.LU|	𒉺𒇻	𒉺𒇻	x1227A.x121FB	
ASY156	GIŠ	𒄑	𒄑	U+12111	
ASY157	|GIŠ.BAR|	𒄑𒁇	𒄑𒁇	x12111.x12047	
ASY158	|GIŠ.NE@s|	𒄑𒉋	𒄑𒉋	x12111.x1224B	
ASY159	|GIŠ.KU|	𒄑𒆪	𒄑𒆪	x12111.x121AA	
ASY159a	GUD	𒄞	𒄞	U+1211E	
ASY160	AL	𒀠	𒀠	U+12020	
ASY161	UB	𒌒	𒌒	U+12312	
ASY162	MAR	𒈥	𒈥	U+12225	
ASY163	E	𒂊	𒂊	U+1208A	
ASY164	DUG	𒂁	𒂁	U+12081	
ASY165	KALAM@g	𒌦	𒌦	U+12326	
ASY166	KID	𒆤	𒆤	U+121A4	
ASY167	ŠID	𒋃	𒋃	U+122C3	
ASY168	MES	𒈩	𒈩	U+12229	
ASY169	U₂	𒌑	𒌑	U+12311	
ASY170	GA	𒂵	𒂵	U+120B5	
ASY171	IL₂	𒅍	𒅍	U+1214D	
ASY172	LUH	𒈛	𒈛	U+1221B	
ASY173	KAL	𒆗	𒆗	U+12197	
ASY174	E₂	𒂍	𒂍	U+1208D	
ASY175	|NUN&NUN|	𒉪	𒉪	U+1226A	
ASY176	GI₄	𒄄	𒄄	U+12104	
ASY177	|GI₄%GI₄|	𒄆	𒄆	U+12106	
ASY178	RA	𒊏	𒊏	U+1228F	
ASY179	SAG@g	𒊨	𒊨	U+122A8	
ASY180	LU₂	𒇽	𒇽	U+121FD	
ASY181	|LU₂×BAD|	𒇿	𒇿	U+121FF	
ASY182	ŠEŠ	𒋀	𒋀	U+122C0	
ASY183	|ŠEŠ.KI|	𒋀𒆠	𒋀𒆠	x122C0.x121A0	
ASY184	SAR	𒊬	𒊬	U+122AC	
ASY185	ZAG	𒍠	𒍠	U+12360	
ASY186	GAR₃	𒃼	𒃼	U+120FC	
ASY187	A₂	𒀉	𒀉	U+12009	
ASY187a	|A₂.HU|	𒀉𒄷	𒀉𒄷	x12009.x12137	
ASY188	LIL	𒇸	𒇸	U+121F8	
ASY189	MURUB₄	𒌘	𒌘	U+12318	
ASY190	DE₂	𒌤	𒌤	U+12324	
ASY191	DA	𒁕	𒁕	U+12055	
ASY192	AŠ₂	𒀾	𒀾	U+1203E	
ASY193	MA	𒈠	𒈠	U+12220	
ASY194	GAL	𒃲	𒃲	U+120F2	
ASY195	BARA₂	𒁈	𒁈	U+12048	
ASY196	LU₃	𒈖	𒈖	U+12216	
ASY197	HA@g	𒄫	𒄫	U+1212B	
ASY198	DUN₃@g@g	𒂇	𒂇	U+12087	
ASY199	BUR	𒁓	𒁓	U+12053	
ASY200	IGI@g	𒅊	𒅊	U+1214A	
ASY201	DUB₂	𒂀	𒂀	U+12080	
ASY202	ŠA	𒊭	𒊭	U+122AD	
ASY203	ŠU	𒋗	𒋗	U+122D7	
ASY204	|ŠU.MIN|	𒋗𒈫	𒋗𒈫	x122D7.x1222B	
ASY204a	|ŠU.MIN.ME.U.U.U|	𒋗𒈫𒎌	𒋗𒈫𒎌	x122D7.x1222B.x1238C	
ASY205	KAD₄	𒆒	𒆒	U+12192	
ASY206	KAD₅	𒆓	𒆓	U+12193	
ASY207	LUL	𒈜	𒈜	U+1221C	
ASY208	ŠA₆	𒊷	𒊷	U+122B7	
ASY209	AŠ@t	𒀹	𒀹	U+12039	
ASY210	GAM	𒃵	𒃵	U+120F5	
ASY211	KUR	𒆳	𒆳	U+121B3	
ASY212	ŠE	𒊺	𒊺	U+122BA	
ASY213	BU	𒁍	𒁍	U+1204D	
ASY214	|ŠE.HU|	𒊻	𒊻	U+122BB	
ASY215	SUD	𒋤	𒋤	U+122E4	
ASY216	MUŠ	𒈲	𒈲	U+12232	
ASY217	|ŠE.NUN&NUN|	𒌁	𒌁	U+12301	
ASY218	TE	𒋼	𒋼	U+122FC	
ASY219	|TE.A|	𒋼𒀀	𒋼𒀀	x122FC.x12000	
ASY220	LIŠ	𒇺	𒇺	U+121FA	
ASY221	UD	𒌓	𒌓	U+12313	
ASY222	|UD.DU|	𒌓𒁺	𒌓𒁺	x12313.x1207A	
ASY223	PI	𒉿	𒉿	U+1227F	
ASY224	ŠA₃	𒊮	𒊮	U+122AE	
ASY225	|UD.KUŠU₂|	𒌔	𒌔	U+12314	
ASY226	ERIN₂	𒂟	𒂟	U+1209F	
ASY227	PIR₂	𒎕	𒎕	U+12395	
ASY228	ZIB	𒍦	𒍦	U+12366	
ASY229	HI	𒄭	𒄭	U+1212D	
ASY230	ŠAR₂	𒊹	𒊹	U+122B9	
ASY231	TI₂	𒎗	𒎗	U+12397	
ASY233	ALEPH	𒀪	𒀪	U+1202A	
ASY234	|HI×NUN|	𒄴	𒄴	U+12134	
ASY235	|HI×BAD|	𒄰	𒄰	U+12130	
ASY236	IM	𒅎	𒅎	U+1214E	
ASY237	|HI×ŠE|	𒄵	𒄵	U+12135	
ASY238	|HI×AŠ₂|	𒄯	𒄯	U+1212F	
ASY239	|HI.GIR₃|	𒍽	𒍽	U+1237D	
ASY240	SUHUR	𒋦	𒋦	U+122E6	
ASY241	|HI.A|	𒄭𒀀	𒄭𒀀	x1212D.x12000	
ASY242	U	𒌋	𒌋	U+1230B	
ASY243	|U.KA|	𒌋𒅗	𒌋𒅗	x1230B.x12157	
ASY244	AB₂	𒀖	𒀖	U+12016	
ASY245	|AB₂×GAN₂@t|	𒀘	𒀘	U+12018	
ASY246	|AB₂×ŠA₃|	𒀚	𒀚	U+1201A	
ASY247	KIŠ	𒆧	𒆧	U+121A7	
ASY248	MI	𒈪	𒈪	U+1222A	
ASY249	GUL	𒄢	𒄢	U+12122	
ASY250	NA₂	𒈿	𒈿	U+1223F	
ASY251	NIM	𒉏	𒉏	U+1224F	
ASY252	|NIM×GAN₂@t|	𒉐	𒉐	U+12250	
ASY253	|NIM×(GAR.GAN₂@t)|	𒉑	𒉑	U+12251	
ASY254	LAM	𒇴	𒇴	U+121F4	
ASY254a	|LAM×KUR|	𒇵	𒇵	U+121F5	
ASY255	AMAR	𒀫	𒀫	U+1202B	
ASY256	PAN	𒉼	𒉼	U+1227C	
ASY257	DIM₂	𒁶	𒁶	U+12076	
ASY258	|U.GUD|	𒌌	𒌌	U+1230C	
ASY259	GIR₃	𒄊	𒄊	U+1210A	
ASY260	GIG	𒍼	𒍼	U+1237C	
ASY261	IGI	𒅆	𒅆	U+12146	
ASY261a	|IGI.MIN|	𒅆𒈫	𒅆𒈫	x12146.x1222B	
ASY262	|IGI.RU|	𒅆𒊒	𒅆𒊒	x12146.x12292	
ASY263	|IGI.RI|	𒅈	𒅈	U+12148	
ASY264	|IGI.DIB|	𒅇	𒅇	U+12147	
ASY265	|IGI.UR|	𒅆𒌨	𒅆𒌨	x12146.x12328	
ASY266	DI	𒁲	𒁲	U+12072	
ASY267	|U.TUG₂|	𒌋𒌆	𒌋𒌆	x1230B.x12306	
ASY268	LAGAR@g	𒇯	𒇯	U+121EF	
ASY268a	|LAGAR@g.DU|	𒇯𒁺	𒇯𒁺	x121EF.x1207A	
ASY269	KI	𒆠	𒆠	U+121A0	
ASY269a	|KI.MIN|	𒆠𒈫	𒆠𒈫	x121A0.x1222B	
ASY270	DIN	𒁷	𒁷	U+12077	
ASY271	DUN	𒂄	𒂄	U+12084	
ASY272	KU₃	𒆬	𒆬	U+121AC	
ASY273	PAD	𒉻	𒉻	U+1227B	
ASY274	|U.U|	𒎙	𒎙	U+12399	
ASY275	|U.U.U|	𒌍	𒌍	U+1230D	
ASY276	DIŠ	𒁹	𒁹	U+12079	
ASY277	LAL	𒇲	𒇲	U+121F2	
ASY277a	|LAL.LAGAB|	𒇲𒆸	𒇲𒆸	x121F2.x121B8	
ASY278	LAL₂	𒇳	𒇳	U+121F3	
ASY279	|LAL₂.SAR|	𒇳𒊬	𒇳𒊬	x121F3.x122AC	
ASY280	LAGAB	𒆸	𒆸	U+121B8	
ASY281	|LAGAB×SUM|	𒇡	𒇡	U+121E1	
ASY282	|LAGAB×(GUD&GUD)|	𒇇	𒇇	U+121C7	
ASY283	|LAGAB×U|	𒇥	𒇥	U+121E5	
ASY284	|LAGAB×(U.U.U)|	𒇧	𒇧	U+121E7	
ASY285	|LAGAB×A|	𒆹	𒆹	U+121B9	
ASY286	|LAGAB.LAGAB|	𒆸𒆸	𒆸𒆸	x121B8.x121B8	
ASY287	ME	𒈨	𒈨	U+12228	
ASY288	|ME.U.U.U|	𒎌	𒎌	U+1238C	
ASY289	IB	𒅁	𒅁	U+12141	
ASY290	KU	𒆪	𒆪	U+121AA	
ASY291	EŠ₂	𒂠	𒂠	U+120A0	
ASY292	LU	𒇻	𒇻	U+121FB	
ASY293	DIB	𒁳	𒁳	U+12073	
ASY294	KIN	𒆥	𒆥	U+121A5	
ASY295	SIK₂	𒋠	𒋠	U+122E0	
ASY296	ŠU₂	𒋙	𒋙	U+122D9	
ASY297	HUL₂	𒄾	𒄾	U+1213E	
ASY298	SAL	𒊩	𒊩	U+122A9	
ASY299	ZUM	𒍮	𒍮	U+1236E	
ASY300	|SAL.TUG₂|	𒎏	𒎏	U+1238F	
ASY301	DAM	𒁮	𒁮	U+1206E	
ASY302	GU	𒄖	𒄖	U+12116	
ASY303	|SAL.KUR|	𒊩𒆳	𒊩𒆳	x122A9.x121B3	
ASY303a	NAGAR	𒉄	𒉄	U+12244	
ASY304	KUŠU₂	𒆵	𒆵	U+121B5	
ASY305	|SAL.UR|	𒊩𒌨	𒊩𒌨	x122A9.x12328	
ASY306	EL	𒂖	𒂖	U+12096	
ASY307	LUM	𒈝	𒈝	U+1221D	
ASY308	|GU%GU|	𒄗	𒄗	U+12117	
ASY308a	MIN	𒈫	𒈫	U+1222B	
ASY309	TUK	𒌇	𒌇	U+12307	
ASY310	UR	𒌨	𒌨	U+12328	
ASY310a	|UR.MAH|	𒌨𒈤	𒌨𒈤	x12328.x12224	
ASY311	A	𒀀	𒀀	U+12000	
ASY312	|A.AN|	𒀀𒀭	𒀀𒀭	x12000.x1202D	
ASY313	|A.IGI|	𒀀𒅆	𒀀𒅆	x12000.x12146	
ASY314	|A.LAGAB×HAL|	𒀀𒇉	𒀀𒇉	x12000.x121C9	
ASY315	|A.A|	𒀀𒀀	𒀀𒀀	x12000.x12000	
ASY316	ZA	𒍝	𒍝	U+1235D	
ASY317	HA	𒄩	𒄩	U+12129	
ASY318	|ZA.GUL|	𒍝𒄢	𒍝𒄢	x1235D.x12122	
►ASY319					The sign referenced in ASY319 is uncertain, perhaps |HA×ŠU₂|.
ASY320	SIG	𒋝	𒋝	U+122DD	
ASY321	UR₄	𒌴	𒌴	U+12334	
ASY322	DUN₃	𒂅	𒂅	U+12085	
ASY323	GAR	𒃻	𒃻	U+120FB	
ASY324	5(DIŠ)	𒐊	𒐊	U+1240A	
ASY325	6(DIŠ)	𒐋	𒐋	U+1240B	
